title,rating,price,stock,book_link,img_link
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Four,57.36,In stock,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,https://books.toscrape.com/media/cache/5f/72/5f72c8a0d5a7292e2929a354ec8a022f.jpg
Hollow City (Miss Peregrineâs Peculiar Children #2),One,42.98,In stock,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,https://books.toscrape.com/media/cache/e2/60/e260b008b7ea7970562295b7bc64b0cb.jpg
Grumbles,Two,22.16,In stock,https://books.toscrape.com/catalogue/grumbles_812/index.html,https://books.toscrape.com/media/cache/d6/1b/d61b12ef0e69d49e2645537dd6a8472a.jpg
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,Four,49.43,In stock,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,https://books.toscrape.com/media/cache/57/77/57770cac1628f4407636635f4b85e88c.jpg
Frostbite (Vampire Academy #2),Five,29.99,In stock,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,https://books.toscrape.com/media/cache/71/76/7176317f1915fa0658bb2fe400441207.jpg
Follow You Home,One,21.36,In stock,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,https://books.toscrape.com/media/cache/a7/4b/a74b35375ce874153fd352e33bc7bac9.jpg
First Steps for New Christians (Print Edition),One,29.00,In stock,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,https://books.toscrape.com/media/cache/f1/73/f1731459b1e2f4becf2c52b8f30b8cd7.jpg
Finders Keepers (Bill Hodges Trilogy #2),Five,53.53,In stock,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,https://books.toscrape.com/media/cache/6a/81/6a81103b1c01a3f6c56e5718a838a4c8.jpg
"Fables, Vol. 1: Legends in Exile (Fables #1)",Four,41.62,In stock,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,https://books.toscrape.com/media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg
Eureka Trivia 6.0,Four,54.59,In stock,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,https://books.toscrape.com/media/cache/96/17/96173470df6fc6fef4d0008e957653ce.jpg
Drive: The Surprising Truth About What Motivates Us,Four,34.95,In stock,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,https://books.toscrape.com/media/cache/8a/49/8a490347afdc10abe7c2099e466de32f.jpg
Done Rubbed Out (Reightman & Bailey #1),Five,37.72,In stock,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,https://books.toscrape.com/media/cache/08/4d/084da0199a717cb6c1eda30f98d0ea4c.jpg
Doing It Over (Most Likely To #1),Three,35.61,In stock,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,https://books.toscrape.com/media/cache/e9/25/e9250495a525eb203652ad9da85ccb8e.jpg
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Three,42.16,In stock,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,https://books.toscrape.com/media/cache/20/f2/20f28657b49f8cb24ed2ec6448bb6df3.jpg
Dark Notes,Five,19.19,In stock,https://books.toscrape.com/catalogue/dark-notes_800/index.html,https://books.toscrape.com/media/cache/6e/4e/6e4e8f4f4abd94356a9be840e4681e65.jpg
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Three,19.43,In stock,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,https://books.toscrape.com/media/cache/55/ce/55ced903becc59121d6edb47a4dcfb56.jpg
Close to You,Four,49.46,In stock,https://books.toscrape.com/catalogue/close-to-you_798/index.html,https://books.toscrape.com/media/cache/fa/f6/faf6d69a42f477e1da80a71f05a4dc25.jpg
Chasing Heaven: What Dying Taught Me About Living,Two,37.80,In stock,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,https://books.toscrape.com/media/cache/b7/6a/b76a73640d26b09c4a6f373b09050bed.jpg
Big Magic: Creative Living Beyond Fear,Three,30.80,In stock,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,https://books.toscrape.com/media/cache/62/ad/62ad9b4077416ddc0c4908062bca0e5e.jpg
Becoming Wise: An Inquiry into the Mystery and Art of Living,Two,27.43,In stock,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,https://books.toscrape.com/media/cache/ff/69/ff69c96b05affa03f647287e46210bf9.jpg
Beauty Restored (Riley Family Legacy Novellas #3),Two,11.11,In stock,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,https://books.toscrape.com/media/cache/51/6f/516f605a957a1f5592b81f4e06c491bb.jpg
Batman: The Long Halloween (Batman),Two,36.50,In stock,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,https://books.toscrape.com/media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg
Batman: The Dark Knight Returns (Batman),Five,15.38,In stock,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,https://books.toscrape.com/media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg
Ayumi's Violin,Two,15.48,In stock,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,https://books.toscrape.com/media/cache/fa/18/fa18c44fba20b8191f6a88e2e28092fd.jpg
Anonymous,Four,46.82,In stock,https://books.toscrape.com/catalogue/anonymous_790/index.html,https://books.toscrape.com/media/cache/fb/75/fb75a0ce3e0b01fa3852806c6d1f1af6.jpg
Amy Meets the Saints and Sages,Three,18.46,In stock,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,https://books.toscrape.com/media/cache/00/53/0053efa8515b8e2ad9b029c298766e9f.jpg
Amid the Chaos,One,36.58,In stock,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,https://books.toscrape.com/media/cache/52/46/524655fade1d9fe1475395a3eaff827a.jpg
Amatus,Five,50.54,In stock,https://books.toscrape.com/catalogue/amatus_787/index.html,https://books.toscrape.com/media/cache/8f/92/8f92c3b5dc8f5c1a23324bda7477b19c.jpg
Agnostic: A Spirited Manifesto,Five,12.51,In stock,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,https://books.toscrape.com/media/cache/9f/fc/9ffc43826233092d2acb4414f86627eb.jpg
Zealot: The Life and Times of Jesus of Nazareth,Three,24.70,In stock,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,https://books.toscrape.com/media/cache/3d/60/3d6003fc37b842a07c2dbe28e47448e1.jpg
You (You #1),Five,43.61,In stock,https://books.toscrape.com/catalogue/you-you-1_784/index.html,https://books.toscrape.com/media/cache/d6/97/d697268540fa982f4dce39f61ed3a342.jpg
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Four,37.34,In stock,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,https://books.toscrape.com/media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg
Wild Swans,Two,14.36,In stock,https://books.toscrape.com/catalogue/wild-swans_782/index.html,https://books.toscrape.com/media/cache/bb/72/bb723ad463531c602ad8bcb244253bf3.jpg
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Four,52.65,In stock,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,https://books.toscrape.com/media/cache/db/1b/db1babd3c09b84da800b0e9897fe0097.jpg
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Four,38.20,In stock,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,https://books.toscrape.com/media/cache/ba/36/ba368dfb2b6ae9979ff59d049c626167.jpg
What's It Like in Space?: Stories from Astronauts Who've Been There,Two,19.60,In stock,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,https://books.toscrape.com/media/cache/43/b7/43b70859e93901b019791cef86539ffc.jpg
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",One,53.90,In stock,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,https://books.toscrape.com/media/cache/66/d6/66d6d2b4c0acfa8f40ad0285186ed2d8.jpg
Walt Disney's Alice in Wonderland,Five,12.96,In stock,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,https://books.toscrape.com/media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg
V for Vendetta (V for Vendetta Complete),Four,37.10,In stock,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,https://books.toscrape.com/media/cache/cc/8f/cc8fb914bfee31a7903a5cabaae64796.jpg
Until Friday Night (The Field Party #1),Two,46.31,In stock,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,https://books.toscrape.com/media/cache/19/cf/19cf50aea5bf0e8f4bc016f3745b3dfe.jpg
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Two,45.95,In stock,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,https://books.toscrape.com/media/cache/74/cd/74cd3f345b50452c3be6631669f13aa8.jpg
Twenty Yawns,Two,22.08,In stock,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,https://books.toscrape.com/media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg
Through the Woods,Two,25.38,In stock,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,https://books.toscrape.com/media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg
This Is Where It Ends,Two,27.12,In stock,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,https://books.toscrape.com/media/cache/18/0b/180bfe1902cb3c0eb77d7c712efa2a96.jpg
The Year of Magical Thinking,Two,43.04,In stock,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,https://books.toscrape.com/media/cache/bf/e5/bfe526c22c7c08235c27a6474ebb4db9.jpg
The Wright Brothers,Four,56.80,In stock,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,https://books.toscrape.com/media/cache/02/2e/022e8b81ba1405991401bb46d6330c73.jpg
The White Queen (The Cousins' War #1),Five,25.91,In stock,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,https://books.toscrape.com/media/cache/72/d8/72d861617b6d3aababe6e61e8d3c1056.jpg
The Wedding Pact (The O'Malleys #2),Three,32.61,In stock,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,https://books.toscrape.com/media/cache/7e/67/7e67addd80caaf8a9f9e9daa9cf66bb2.jpg
The Time Keeper,Five,27.88,In stock,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,https://books.toscrape.com/media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg
The Testament of Mary,Four,52.67,In stock,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,https://books.toscrape.com/media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg
The Star-Touched Queen,Five,46.02,In stock,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,https://books.toscrape.com/media/cache/53/5e/535e2be0b423797c2cdc7d98882c820a.jpg
The Songs of the Gods,Five,44.48,In stock,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,https://books.toscrape.com/media/cache/6c/a3/6ca34db7c01e554ad17bd3be74b561e3.jpg
The Song of Achilles,Five,37.40,In stock,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,https://books.toscrape.com/media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg
The Rosie Project (Don Tillman #1),One,54.04,In stock,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,https://books.toscrape.com/media/cache/f0/db/f0db1cf76d45f0522d4c8c3c39aa0dd8.jpg
The Power of Habit: Why We Do What We Do in Life and Business,Three,16.88,In stock,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,https://books.toscrape.com/media/cache/52/df/52dfc44f48cf29e7a9e305bcb63e1899.jpg
The Marriage of Opposites,Four,28.08,In stock,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,https://books.toscrape.com/media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg
The Lucifer Effect: Understanding How Good People Turn Evil,One,10.40,In stock,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,https://books.toscrape.com/media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg
The Long Haul (Diary of a Wimpy Kid #9),One,44.07,In stock,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,https://books.toscrape.com/media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg
The Loney,One,23.40,In stock,https://books.toscrape.com/catalogue/the-loney_756/index.html,https://books.toscrape.com/media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg
The Literature Book (Big Ideas Simply Explained),Three,17.43,In stock,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,https://books.toscrape.com/media/cache/9e/ea/9eea51ac4a15d18aa976be459da30c47.jpg
The Last Mile (Amos Decker #2),Two,54.21,In stock,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,https://books.toscrape.com/media/cache/37/f1/37f118b4a56d866e1e8b563759d6966c.jpg
The Immortal Life of Henrietta Lacks,Two,40.67,In stock,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,https://books.toscrape.com/media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg
The Hidden Oracle (The Trials of Apollo #1),Two,52.26,In stock,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,https://books.toscrape.com/media/cache/b4/67/b467a4f01ca6ae8464b9425a156c7c32.jpg
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,28.77,In stock,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,https://books.toscrape.com/media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg
The Guilty (Will Robie #4),Two,13.82,In stock,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,https://books.toscrape.com/media/cache/76/de/76deee06ffe45e646c0113af01f4f401.jpg
The First Hostage (J.B. Collins #2),Three,25.85,In stock,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,https://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg
The Dovekeepers,One,48.78,In stock,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg
The Darkest Lie,Five,35.35,In stock,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,https://books.toscrape.com/media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg
The Bane Chronicles (The Bane Chronicles #1-11),Four,44.73,In stock,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,https://books.toscrape.com/media/cache/9a/33/9a333c4a06ce187c5c9d2f5969ddcac2.jpg
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,One,15.77,In stock,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,https://books.toscrape.com/media/cache/88/90/8890073a9c9e3bb696f6baa84fb4dd95.jpg
The 14th Colony (Cotton Malone #11),One,39.24,In stock,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,https://books.toscrape.com/media/cache/d9/1a/d91aae72af6c1cb2c63163acabe7895c.jpg
That Darkness (Gardiner and Renner #1),One,13.92,In stock,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,https://books.toscrape.com/media/cache/44/9e/449ed681142bc336646abee754e96639.jpg
Tastes Like Fear (DI Marnie Rome #3),One,10.69,In stock,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,https://books.toscrape.com/media/cache/3c/91/3c91d97266bd6dda322089695fb46daf.jpg
Take Me with You,Three,45.21,In stock,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,https://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg
Swell: A Year of Waves,One,45.58,In stock,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,https://books.toscrape.com/media/cache/10/28/1028b2cf417e49dc1c14609e437a98e0.jpg
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five,11.89,In stock,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,https://books.toscrape.com/media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg
Still Life with Bread Crumbs,Three,26.41,In stock,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,https://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg
Steve Jobs,Five,39.50,In stock,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,https://books.toscrape.com/media/cache/86/31/86313c225719ac946894d780c4ff0839.jpg
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Four,44.74,In stock,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,https://books.toscrape.com/media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg
Someone Like You (The Harrisons #2),Five,52.79,In stock,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,https://books.toscrape.com/media/cache/e3/d0/e3d05227f3fc24f0e0c84ccebe108fb0.jpg
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four,35.43,In stock,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,https://books.toscrape.com/media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg
Shtum,Four,55.84,In stock,https://books.toscrape.com/catalogue/shtum_733/index.html,https://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg
See America: A Celebration of Our National Parks & Treasured Sites,Three,48.87,In stock,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,https://books.toscrape.com/media/cache/9a/7e/9a7e63f12829df4b43b31d110bf3dc2e.jpg
salt.,Four,46.78,In stock,https://books.toscrape.com/catalogue/salt_731/index.html,https://books.toscrape.com/media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg
Robin War,Three,47.82,In stock,https://books.toscrape.com/catalogue/robin-war_730/index.html,https://books.toscrape.com/media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two,25.48,In stock,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,https://books.toscrape.com/media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg
Rain Fish,Three,23.57,In stock,https://books.toscrape.com/catalogue/rain-fish_728/index.html,https://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Five,50.89,In stock,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,https://books.toscrape.com/media/cache/c8/f2/c8f297fab080ddd02b3ed5c17b83af85.jpg
Pet Sematary,Three,10.56,In stock,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,https://books.toscrape.com/media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Three,52.15,In stock,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,https://books.toscrape.com/media/cache/9c/da/9cda4893c7fce0c1c8eaa34fb092aa04.jpg
Once Was a Time,Two,18.28,In stock,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,https://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg
Old School (Diary of a Wimpy Kid #10),Five,11.83,In stock,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,https://books.toscrape.com/media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Two,21.95,In stock,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,https://books.toscrape.com/media/cache/b5/6f/b56ff04effb66fe701a22abd4a7f1667.jpg
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two,38.39,In stock,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,https://books.toscrape.com/media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg
My Name Is Lucy Barton,One,41.56,In stock,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,https://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg
My Mrs. Brown,Three,24.48,In stock,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,https://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg
My Kind of Crazy,One,40.36,In stock,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,https://books.toscrape.com/media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg
Mr. Mercedes (Bill Hodges Trilogy #1),One,28.90,In stock,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,https://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg
More Than Music (Chasing the Dream #1),Two,37.61,In stock,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,https://books.toscrape.com/media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg
Made to Stick: Why Some Ideas Survive and Others Die,Five,38.85,In stock,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,https://books.toscrape.com/media/cache/e2/2e/e22e4a82d97f9f0689d5295a98f5dcff.jpg
Luis Paints the World,Three,53.95,In stock,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,https://books.toscrape.com/media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg
Luckiest Girl Alive,Three,49.83,In stock,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,https://books.toscrape.com/media/cache/81/c0/81c0a1ce03db82568e2496db945a8227.jpg
Lowriders to the Center of the Earth (Lowriders in Space #2),Two,51.51,In stock,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,https://books.toscrape.com/media/cache/b2/97/b2978e96069dd91785e5ab0bc99c022e.jpg
Love Is a Mix Tape (Music #1),One,18.03,In stock,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,https://books.toscrape.com/media/cache/a2/6d/a26d8449abb3381e09126eda5f4e8151.jpg
Looking for Lovely: Collecting the Moments that Matter,Five,29.14,In stock,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,https://books.toscrape.com/media/cache/61/1e/611e1804ad968e309a5f788d4ebc1cb4.jpg
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Four,46.91,In stock,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,https://books.toscrape.com/media/cache/e9/5e/e95e82f09681709bb0f927341dda274e.jpg
Let It Out: A Journey Through Journaling,Five,26.79,In stock,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,https://books.toscrape.com/media/cache/51/fc/51fcd3e9384894e6a53a753d2ab856ee.jpg
Lady Midnight (The Dark Artifices #1),Five,16.28,In stock,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,https://books.toscrape.com/media/cache/89/a6/89a61d48e93bc92537c0a2cb2c0094bb.jpg
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,19.55,In stock,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,https://books.toscrape.com/media/cache/fe/67/fe67c381d6a0c4c00a7c191d16939554.jpg
Island of Dragons (Unwanteds #7),One,29.65,In stock,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,https://books.toscrape.com/media/cache/75/b9/75b99691594fde72ccb1831624cfeff6.jpg
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,25.98,In stock,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,https://books.toscrape.com/media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg
I Am Pilgrim (Pilgrim #1),Four,10.60,In stock,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,https://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,14.75,In stock,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,https://books.toscrape.com/media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg
"Hush, Hush (Hush, Hush #1)",Three,47.02,In stock,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,https://books.toscrape.com/media/cache/2a/b9/2ab91479fe480e964f319fa8ac6991b2.jpg
Hold Your Breath (Search and Rescue #1),One,28.82,In stock,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,https://books.toscrape.com/media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg
Hamilton: The Revolution,Three,58.79,In stock,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,https://books.toscrape.com/media/cache/34/ef/34ef0844cb1fbca6ab73444087fcf0e6.jpg
Greek Mythic History,Five,10.23,In stock,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,https://books.toscrape.com/media/cache/36/cf/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg
