title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,book_link,img_link
The Star-Touched Queen,1528279aec1f3dce,Fantasy,46.02,46.02,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,https://books.toscrape.com/media/cache/53/5e/535e2be0b423797c2cdc7d98882c820a.jpg
The Songs of the Gods,00c4543ec6bd25b4,Default,44.48,44.48,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,https://books.toscrape.com/media/cache/6c/a3/6ca34db7c01e554ad17bd3be74b561e3.jpg
The Song of Achilles,e88fb1c9397cfb27,Add a comment,37.4,37.4,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,https://books.toscrape.com/media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg
The Rosie Project (Don Tillman #1),012094e90a4b908d,Default,54.04,54.04,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,https://books.toscrape.com/media/cache/f0/db/f0db1cf76d45f0522d4c8c3c39aa0dd8.jpg
The Power of Habit: Why We Do What We Do in Life and Business,6bdd909329435e80,Default,16.88,16.88,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,https://books.toscrape.com/media/cache/52/df/52dfc44f48cf29e7a9e305bcb63e1899.jpg
The Marriage of Opposites,52cf2a5933ec5d8f,Historical Fiction,28.08,28.08,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,https://books.toscrape.com/media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg
The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431,Psychology,10.4,10.4,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,https://books.toscrape.com/media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg
The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a,Humor,44.07,44.07,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,https://books.toscrape.com/media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg
The Loney,2d88a31f325dfd3b,Horror,23.4,23.4,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-loney_756/index.html,https://books.toscrape.com/media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg
The Literature Book (Big Ideas Simply Explained),4881cc53f6c8892f,Nonfiction,17.43,17.43,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,https://books.toscrape.com/media/cache/9e/ea/9eea51ac4a15d18aa976be459da30c47.jpg
The Last Mile (Amos Decker #2),3bc89353f7e3a3cc,Mystery,54.21,54.21,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,https://books.toscrape.com/media/cache/37/f1/37f118b4a56d866e1e8b563759d6966c.jpg
The Immortal Life of Henrietta Lacks,f72f61ad6a5f12ed,Add a comment,40.67,40.67,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,https://books.toscrape.com/media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg
The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea,Fantasy,52.26,52.26,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,https://books.toscrape.com/media/cache/b4/67/b467a4f01ca6ae8464b9425a156c7c32.jpg
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,ddc8340dabc8641b,Food and Drink,28.77,28.77,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,https://books.toscrape.com/media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg
The Guilty (Will Robie #4),847935fc68707426,Thriller,13.82,13.82,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,https://books.toscrape.com/media/cache/76/de/76deee06ffe45e646c0113af01f4f401.jpg
The First Hostage (J.B. Collins #2),a86972014275e072,Fiction,25.85,25.85,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,https://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg
The Dovekeepers,3d76bc83c6b644c9,Add a comment,48.78,48.78,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg
The Darkest Lie,6edacfd1f8ebb9eb,Young Adult,35.35,35.35,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,https://books.toscrape.com/media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg
The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b,Fantasy,44.73,44.73,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,https://books.toscrape.com/media/cache/9a/33/9a333c4a06ce187c5c9d2f5969ddcac2.jpg
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,923831a05c9f91f7,Nonfiction,15.77,15.77,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,https://books.toscrape.com/media/cache/88/90/8890073a9c9e3bb696f6baa84fb4dd95.jpg
The 14th Colony (Cotton Malone #11),1b8187fa4bf6ab05,Thriller,39.24,39.24,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,https://books.toscrape.com/media/cache/d9/1a/d91aae72af6c1cb2c63163acabe7895c.jpg
That Darkness (Gardiner and Renner #1),0c7b9cf2b7662b65,Mystery,13.92,13.92,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,https://books.toscrape.com/media/cache/44/9e/449ed681142bc336646abee754e96639.jpg
Tastes Like Fear (DI Marnie Rome #3),2d1e337aaf341858,Mystery,10.69,10.69,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,https://books.toscrape.com/media/cache/3c/91/3c91d97266bd6dda322089695fb46daf.jpg
Take Me with You,2c04320e110a14a3,Fiction,45.21,45.21,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,https://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg
Swell: A Year of Waves,4c8b7540409da4ac,Nonfiction,45.58,45.58,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,https://books.toscrape.com/media/cache/10/28/1028b2cf417e49dc1c14609e437a98e0.jpg
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),ac8e3949d284e9a9,Sequential Art,11.89,11.89,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,https://books.toscrape.com/media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg
Still Life with Bread Crumbs,fe44cc816576c652,Fiction,26.41,26.41,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,https://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg
Steve Jobs,95019eac1c0a052f,Default,39.5,39.5,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,https://books.toscrape.com/media/cache/86/31/86313c225719ac946894d780c4ff0839.jpg
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a,Science,44.74,44.74,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,https://books.toscrape.com/media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg
Someone Like You (The Harrisons #2),a278db6b2b09cf9f,Contemporary,52.79,52.79,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,https://books.toscrape.com/media/cache/e3/d0/e3d05227f3fc24f0e0c84ccebe108fb0.jpg
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",394f6d30cafc3edb,Sequential Art,35.43,35.43,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,https://books.toscrape.com/media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg
Shtum,830fb3967c74866d,Fiction,55.84,55.84,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/shtum_733/index.html,https://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg
See America: A Celebration of Our National Parks & Treasured Sites,f9705c362f070608,Travel,48.87,48.87,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,https://books.toscrape.com/media/cache/9a/7e/9a7e63f12829df4b43b31d110bf3dc2e.jpg
salt.,86cbddb61ea78bb7,Poetry,46.78,46.78,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/salt_731/index.html,https://books.toscrape.com/media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg
Robin War,85b2176b3b194030,Sequential Art,47.82,47.82,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/robin-war_730/index.html,https://books.toscrape.com/media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",31e2e2d9cca3778f,Sequential Art,25.48,25.48,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,https://books.toscrape.com/media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg
Rain Fish,a6454e329f872b78,Childrens,23.57,23.57,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/rain-fish_728/index.html,https://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",aa35446aab16017f,Poetry,50.89,50.89,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,https://books.toscrape.com/media/cache/c8/f2/c8f297fab080ddd02b3ed5c17b83af85.jpg
Pet Sematary,af58a74e4b2a23a0,Horror,10.56,10.56,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,https://books.toscrape.com/media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",8ecf0356a3878811,Self Help,52.15,52.15,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,https://books.toscrape.com/media/cache/9c/da/9cda4893c7fce0c1c8eaa34fb092aa04.jpg
Once Was a Time,e34efcc824685332,Childrens,18.28,18.28,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,https://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg
Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4,Humor,11.83,11.83,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,https://books.toscrape.com/media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,132ec5e8c984adef,Nonfiction,21.95,21.95,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,https://books.toscrape.com/media/cache/b5/6f/b56ff04effb66fe701a22abd4a7f1667.jpg
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",71e36f33981ddb74,Sequential Art,38.39,38.39,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,https://books.toscrape.com/media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg
My Name Is Lucy Barton,727bf2b86b19ad88,Fiction,41.56,41.56,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,https://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg
My Mrs. Brown,cc82685d9f49bc2c,Fiction,24.48,24.48,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,https://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg
My Kind of Crazy,137b0b2775701e11,Young Adult,40.36,40.36,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,https://books.toscrape.com/media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg
Mr. Mercedes (Bill Hodges Trilogy #1),caa2e5b3fb1b2d4c,Fiction,28.9,28.9,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,https://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg
More Than Music (Chasing the Dream #1),47d47155e89c8be7,Add a comment,37.61,37.61,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,https://books.toscrape.com/media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg
Made to Stick: Why Some Ideas Survive and Others Die,b96fc7a0ea7d4b45,Business,38.85,38.85,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,https://books.toscrape.com/media/cache/e2/2e/e22e4a82d97f9f0689d5295a98f5dcff.jpg
Luis Paints the World,5b43cae640f2338a,Childrens,53.95,53.95,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,https://books.toscrape.com/media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg
Luckiest Girl Alive,d512871626a5e588,Default,49.83,49.83,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,https://books.toscrape.com/media/cache/81/c0/81c0a1ce03db82568e2496db945a8227.jpg
Lowriders to the Center of the Earth (Lowriders in Space #2),a10c7515834240f3,Sequential Art,51.51,51.51,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,https://books.toscrape.com/media/cache/b2/97/b2978e96069dd91785e5ab0bc99c022e.jpg
Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f,Music,18.03,18.03,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,https://books.toscrape.com/media/cache/a2/6d/a26d8449abb3381e09126eda5f4e8151.jpg
Looking for Lovely: Collecting the Moments that Matter,24af96df0bafb925,Nonfiction,29.14,29.14,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,https://books.toscrape.com/media/cache/61/1e/611e1804ad968e309a5f788d4ebc1cb4.jpg
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",17fb5a88180f9904,Default,46.91,46.91,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,https://books.toscrape.com/media/cache/e9/5e/e95e82f09681709bb0f927341dda274e.jpg
Let It Out: A Journey Through Journaling,1174156c4a0eccaa,Nonfiction,26.79,26.79,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,https://books.toscrape.com/media/cache/51/fc/51fcd3e9384894e6a53a753d2ab856ee.jpg
Lady Midnight (The Dark Artifices #1),708345c9897fd7c5,Default,16.28,16.28,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,https://books.toscrape.com/media/cache/89/a6/89a61d48e93bc92537c0a2cb2c0094bb.jpg
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",245e6bf08b8d2955,Food and Drink,19.55,19.55,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,https://books.toscrape.com/media/cache/fe/67/fe67c381d6a0c4c00a7c191d16939554.jpg
Island of Dragons (Unwanteds #7),2b52334fab158861,Fantasy,29.65,29.65,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,https://books.toscrape.com/media/cache/75/b9/75b99691594fde72ccb1831624cfeff6.jpg
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570,Humor,25.98,25.98,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,https://books.toscrape.com/media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg
I Am Pilgrim (Pilgrim #1),aeff7b87a8e83ebb,Fiction,10.6,10.6,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,https://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981,Humor,14.75,14.75,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,https://books.toscrape.com/media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg
"Hush, Hush (Hush, Hush #1)",6b6cd77fbc91b7a6,Default,47.02,47.02,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,https://books.toscrape.com/media/cache/2a/b9/2ab91479fe480e964f319fa8ac6991b2.jpg
Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5,Romance,28.82,28.82,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,https://books.toscrape.com/media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg
Hamilton: The Revolution,afa829857f82f99e,Nonfiction,58.79,58.79,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,https://books.toscrape.com/media/cache/34/ef/34ef0844cb1fbca6ab73444087fcf0e6.jpg
Greek Mythic History,f201f263d8c23f97,Default,10.23,10.23,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,https://books.toscrape.com/media/cache/36/cf/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg
God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68,Religion,30.03,30.03,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,https://books.toscrape.com/media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg
Glory over Everything: Beyond The Kitchen House,de4b403cb629a29f,Historical Fiction,45.84,45.84,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,https://books.toscrape.com/media/cache/96/41/964194a317f8ce5ed031bf4c9ceb43ab.jpg
Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a,Art,49.05,49.05,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,https://books.toscrape.com/media/cache/f2/ee/f2ee668cf593ff13a9560c2801e9c2a2.jpg
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",ac4dde0d1be05de0,Nonfiction,15.06,15.06,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,https://books.toscrape.com/media/cache/11/e2/11e227bdb5fe8b43dcc2366a157a47c2.jpg
Every Last Word,a2bd4ca82d908442,Default,46.47,46.47,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/every-last-word_693/index.html,https://books.toscrape.com/media/cache/92/e7/92e7f0a8ca38964fea93e911aefbf6c9.jpg
Eligible (The Austen Project #4),9eaf58b03a2779cc,Fiction,27.09,27.09,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,https://books.toscrape.com/media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg
El Deafo,27c5968fe43cc06e,Sequential Art,57.62,57.62,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/el-deafo_691/index.html,https://books.toscrape.com/media/cache/34/eb/34eb0f1b570d4f1f6ad106652f1ac6ff.jpg
Eight Hundred Grapes,1d6dd0c87d90fe92,Fiction,14.39,14.39,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,https://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",a01f6d368ef64dc5,Nonfiction,51.75,51.75,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,https://books.toscrape.com/media/cache/b1/e1/b1e15eef42c0d71596f9f9ad4e9f48b0.jpg
"Eat Fat, Get Thin",047dfa57ba0bf638,Health,54.07,54.07,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,https://books.toscrape.com/media/cache/62/3f/623f8e7f7432ce744f4318aae8166ce4.jpg
Don't Get Caught,ad2887ce04583910,Young Adult,55.35,55.35,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,https://books.toscrape.com/media/cache/b2/df/b2df2ea409c5cf28538b67aff424b11f.jpg
Doctor Sleep (The Shining #2),bf5de316a5e9a4ab,Horror,40.12,40.12,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,https://books.toscrape.com/media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01,Fantasy,37.51,37.51,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,https://books.toscrape.com/media/cache/8f/80/8f8074d9f035c2a0ef8595ad89f7bcc8.jpg
Dear Mr. Knightley,94a958ea126cdcd5,Fiction,11.21,11.21,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,https://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg
Daily Fantasy Sports,0e94a089328be4bc,Default,36.58,36.58,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,https://books.toscrape.com/media/cache/44/ff/44ff81a2ea37d3946605e205ddd538eb.jpg
Crazy Love: Overwhelmed by a Relentless God,4b9d9cfe0f435788,Christian,47.72,47.72,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,https://books.toscrape.com/media/cache/03/f1/03f1e337afadba35687672b5625a9757.jpg
Cometh the Hour (The Clifton Chronicles #6),28cf0d1c51b491e5,Fiction,25.01,25.01,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,https://books.toscrape.com/media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg
Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd,Add a comment,22.13,22.13,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,https://books.toscrape.com/media/cache/f5/58/f55886d1bf600529a35e1bd932c78ca0.jpg
Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec,Default,44.14,44.14,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,https://books.toscrape.com/media/cache/ff/0e/ff0ee0002f510112b6d7a88f53366e1d.jpg
City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b,Fantasy,56.02,56.02,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,https://books.toscrape.com/media/cache/00/08/0008e65aa431ed3625ad3a4352f8e90d.jpg
City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae,Default,11.23,11.23,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,https://books.toscrape.com/media/cache/c9/40/c940b6c329ecc39aaed2ab0140592a4b.jpg
City of Bones (The Mortal Instruments #1),5b987e54ee72525c,Default,43.28,43.28,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,https://books.toscrape.com/media/cache/96/af/96af4aaf25ab49b057c10b5b7eb7652c.jpg
City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2,Default,47.27,47.27,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,https://books.toscrape.com/media/cache/68/da/68dab382d535305ca6025be9921df0d1.jpg
